"""id"",""member_id"",""loan_amnt"",""funded_amnt"",""funded_amnt_inv"",""term"",""int_rate"",""installment"",""grade"",""sub_grade"",""emp_title"",""emp_length"",""home_ownership"",""annual_inc"",""verification_status"",""issue_d"",""loan_status"",""pymnt_plan"",""url"",""desc"",""purpose"",""title"",""zip_code"",""addr_state"",""dti"",""delinq_2yrs"",""earliest_cr_line"",""inq_last_6mths"",""mths_since_last_delinq"",""mths_since_last_record"",""open_acc"",""pub_rec"",""revol_bal"",""revol_util"",""total_acc"",""initial_list_status"",""out_prncp"",""out_prncp_inv"",""total_pymnt"",""total_pymnt_inv"",""total_rec_prncp"",""total_rec_int"",""total_rec_late_fee"",""recoveries"",""collection_recovery_fee"",""last_pymnt_d"",""last_pymnt_amnt"",""next_pymnt_d"",""last_credit_pull_d"",""collections_12_mths_ex_med"",""mths_since_last_major_derog"",""policy_code"",""application_type"",""annual_inc_joint"",""dti_joint"",""verification_status_joint"",""acc_now_delinq"",""tot_coll_amt"",""tot_cur_bal"",""open_acc_6m"",""open_il_6m"",""open_il_12m"",""open_il_24m"",""mths_since_rcnt_il"",""total_bal_il"",""il_util"",""open_rv_12m"",""open_rv_24m"",""max_bal_bc"",""all_util"",""total_rev_hi_lim"",""inq_fi"",""total_cu_tl"",""inq_last_12m"",""acc_open_past_24mths"",""avg_cur_bal"",""bc_open_to_buy"",""bc_util"",""chargeoff_within_12_mths"",""delinq_amnt"",""mo_sin_old_il_acct"",""mo_sin_old_rev_tl_op"",""mo_sin_rcnt_rev_tl_op"",""mo_sin_rcnt_tl"",""mort_acc"",""mths_since_recent_bc"",""mths_since_recent_bc_dlq"",""mths_since_recent_inq"",""mths_since_recent_revol_delinq"",""num_accts_ever_120_pd"",""num_actv_bc_tl"",""num_actv_rev_tl"",""num_bc_sats"",""num_bc_tl"",""num_il_tl"",""num_op_rev_tl"",""num_rev_accts"",""num_rev_tl_bal_gt_0"",""num_sats"",""num_tl_120dpd_2m"",""num_tl_30dpd"",""num_tl_90g_dpd_24m"",""num_tl_op_past_12m"",""pct_tl_nvr_dlq"",""percent_bc_gt_75"",""pub_rec_bankruptcies"",""tax_liens"",""tot_hi_cred_lim"",""total_bal_ex_mort"",""total_bc_limit"",""total_il_high_credit_limit"""
"""1041316"",1271554,5000,5000,4750,"" 36 months"",""11.71%"",165.38,""B"",""B3"",""BNY Mellon"",""2 years"",""RENT"",45500,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041316"",""  Borrower added on 11/25/11 > I plan to use these funds to pay off my high interest revolving debt balance and close out the majority of the revolving accounts.  <br>"",""debt_consolidation"",""Consolidated"",""151xx"",""PA"",11.42,0,""Nov-03"",0,NA,NA,13,0,4833,""89.50%"",15,""f"",0,0,5953.67366,5655.99,5000,953.67,0,0,0,""Dec-14"",175.96,"""",""Dec-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041437"",1271460,21625,21625,21350,"" 60 months"",""12.69%"",488.62,""B"",""B5"",""US Army"",""10+ years"",""RENT"",54000,""Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041437"","""",""debt_consolidation"",""debt_consolidation"",""319xx"",""GA"",29.09,0,""Jul-99"",0,35,NA,17,0,26177,""64.80%"",39,""f"",0,0,28760.44002,28394.7,21625,7135.44,0,0,0,""Sep-15"",7277.93,"""",""Sep-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041438"",1271461,18000,18000,17975,"" 36 months"",""7.90%"",563.23,""A"",""A4"",""Nestle USA"",""4 years"",""RENT"",50000,""Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041438"",""  Borrower added on 11/24/11 > This is the perfect way for me to be able my credit card debt since I feel in a very stable financial position now after a recent promotion on the company I have worked for over four years. It will allow me to pay my debt; and, at the same time, it will allow me to keep extra cash every month. Thank you for taking me on consideration for this opportunities.<br>"",""debt_consolidation"",""Debt Free Forever!!!"",""432xx"",""OH"",15.07,0,""Mar-05"",0,NA,NA,8,0,10498,""68.60%"",24,""f"",0,0,8004.08,7992.99,6010.44,1305.44,0,688.2,6.97,""Jan-13"",563.23,"""",""Jun-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041285"",1271519,5000,5000,5000,"" 60 months"",""11.71%"",110.5,""B"",""B3"",""Carnival Cruise Lines"",""5 years"",""MORTGAGE"",84000,""Not Verified"",""Nov-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041285"",""  Borrower added on 11/24/11 > My loan will be used for my new home-based travel agency. Will be used for my licenses, website, training, marketing material, etc. I have great credit. Always pay my bills on time. I am a responsible person, and intend to do great things with my new business. I also have a steady and stable job that i have been working in for 5 years. I will not have an issue paying this loan. Thank you for your assistance.<br>"",""other"",""other"",""330xx"",""FL"",7.81,0,""Nov-02"",0,43,NA,6,0,3456,""26.40%"",17,""f"",749.4,749.4,5847.14,5847.14,4250.6,1596.54,0,0,0,""May-16"",110.5,""Jun-16"",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041284"",1271517,3000,3000,3000,"" 36 months"",""11.71%"",99.23,""B"",""B3"",""GA DEPT. OF TRANSPORTATION"",""7 years"",""MORTGAGE"",49152,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041284"",""  Borrower added on 11/24/11 > Home Improvements<br>"",""home_improvement"",""Home Improvements"",""300xx"",""GA"",22.51,0,""May-93"",1,39,NA,23,0,2080,""11.60%"",43,""f"",0,0,3261.217822,3261.22,3000,261.22,0,0,0,""Oct-12"",2372.51,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1038354"",1268260,7500,7500,7500,"" 36 months"",""17.58%"",269.57,""D"",""D4"",""rule manufacturing"",""10+ years"",""RENT"",38400,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1038354"",""  Borrower added on 11/24/11 > my job is extremely steady, and lending club will see me as a good customer, with a low risk<br>"",""major_purchase"",""honda pilot"",""921xx"",""CA"",20.88,0,""Mar-88"",0,35,NA,6,0,995,""99.50%"",25,""f"",0,0,9234.05719,9234.06,7500,1719.06,14.99999998,0,0,""Mar-14"",1489.59,"""",""Apr-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1040932"",1271141,5000,5000,5000,"" 36 months"",""14.65%"",172.48,""C"",""C3"",""NAPP"",""< 1 year"",""OWN"",75000,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1040932"",""  Borrower added on 11/24/11 > Debt consolidation loan. Plan on paying half off after Holidays!<br>"",""debt_consolidation"",""Loan"",""088xx"",""NJ"",13.06,0,""Feb-07"",3,NA,NA,6,0,15611,""83%"",16,""f"",0,0,5737.194007,5737.19,5000,737.19,0,0,0,""Oct-13"",419.03,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1037138"",1267030,15000,15000,15000,"" 60 months"",""12.69%"",338.93,""B"",""B5"",""Taurus Display Corporation"",""5 years"",""RENT"",60000,""Not Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1037138"",""  Borrower added on 11/28/11 > I plan to use this loan to consolidate some bills.<br>My Payment History with bills is good, I make my bills my priority over anything else.<br><br>My monthly budget will be much easier to handle once I consolidate.<br><br>My job with a very stable and thriving company<br><br> Borrower added on 11/28/11 > I plan to use these funds to consolidate some bills.<br>I am very good at paying my bills on time, I make them my first priority.<br>My job is with a very stable and thriving company<br>"",""debt_consolidation"",""Bill Consolidation"",""080xx"",""NJ"",4.68,0,""Apr-00"",2,71,111,8,1,8319,""46.70%"",13,""f"",0,0,2366.28,2366.28,1299.47,1066.81,0,0,0,""Jul-12"",338.93,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA"
"""1041378"",1271395,12000,12000,12000,"" 36 months"",""10.65%"",390.88,""B"",""B2"",""ahern rentals"",""2 years"",""RENT"",42000,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041378"",""  Borrower added on 11/24/11 > to pay off high intrest rate credit cards<br>"",""credit_card"",""bail me out loan"",""281xx"",""NC"",19.43,0,""Jul-94"",1,24,NA,8,0,10349,""70.40%"",11,""f"",0,0,13676.21524,13676.22,12000,1676.22,0,0,0,""Sep-13"",5868.98,"""",""Apr-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041157"",1271372,14000,14000,13975,"" 36 months"",""8.90%"",444.55,""A"",""A5"",""McKesson"",""2 years"",""MORTGAGE"",31500,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041157"",""  Borrower added on 11/24/11 > Pay off all credit cards<br> Borrower added on 11/28/11 > I am paying off all of my credit cards, so I will definitely be debt free in 36 months.<br>"",""debt_consolidation"",""Credit Card Consolidation"",""930xx"",""CA"",13.83,0,""Jan-99"",2,NA,NA,6,0,14371,""70.80%"",20,""f"",0,0,15574.85946,15547.05,14000,1574.86,0,0,0,""Aug-13"",7140.43,"""",""Sep-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041364"",1271380,10200,10200,10200,"" 36 months"",""6.62%"",313.18,""A"",""A2"",""Navistar LLC"",""3 years"",""MORTGAGE"",64000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041364"",""  Borrower added on 11/30/11 > This is upgrade a pro tool box and wipe out high intrest on a card.<br><br><br>"",""debt_consolidation"",""Toolbox"",""750xx"",""TX"",17.03,0,""Mar-98"",0,NA,NA,8,0,16771,""66.60%"",26,""f"",0,0,11259.19786,11259.2,10200,1059.2,0,0,0,""Nov-14"",471.37,"""",""Aug-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1039148"",1269078,14000,14000,14000,"" 60 months"",""8.90%"",289.94,""A"",""A5"",""Norris Sales Company Inc."",""1 year"",""MORTGAGE"",68124,""Not Verified"",""Dec-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1039148"",""  Borrower added on 11/24/11 > Loan to consolidate 14000 from 3 different credit cards for a lower interest rate and to pay the amount off faster in a set amount of time.<br> Borrower added on 12/02/11 > Very financially responsible borrower. Never been late on payments. Financially stable with a steady income. Employed in the same field of work for over 16 years for a very good company. Looking for a easier more convienent way to pay off 3 creditors without paying high interest to 3 different banks.<br>"",""debt_consolidation"",""personal loan"",""194xx"",""PA"",11.45,0,""Jun-98"",0,NA,NA,8,0,15183,""47.40%"",24,""f"",1994.01,1994.01,15332.23,15332.23,12005.99,3326.24,0,0,0,""May-16"",289.94,""Jun-16"",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1036062"",1265927,15000,15000,15000,"" 36 months"",""18.64%"",547.12,""E"",""E1"",""XDX Innovative Refrigeration"",""1 year"",""OWN"",48000,""Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1036062"","""",""debt_consolidation"",""Credit Card Debt Consolidation"",""605xx"",""IL"",11.25,0,""Sep-03"",1,NA,NA,10,0,17547,""95.40%"",11,""f"",0,0,18723.89938,18723.9,15000,3723.9,0,0,0,""Sep-13"",7683.87,"""",""Dec-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041149"",1271362,2700,2700,2700,"" 36 months"",""14.27%"",92.64,""C"",""C2"",""Phill Razitano"",""3 years"",""RENT"",24000,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041149"","""",""credit_card"",""credit_card"",""152xx"",""PA"",24.6,0,""Mar-07"",0,NA,NA,7,0,17051,""78.30%"",9,""f"",0,0,3334.775227,3334.78,2700,634.78,0,0,0,""Dec-14"",100.88,"""",""Feb-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1037389"",1267080,16000,16000,15975,"" 60 months"",""18.64%"",411.89,""E"",""E1"",""Sphere Consulting, Inc."",""< 1 year"",""RENT"",55000,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1037389"",""  Borrower added on 11/24/11 > I would like to get rid of most of my cards and just one easy payment!<br>Thank you!<br> Borrower added on 12/05/11 > This is my New Year Resolution! Thank you for all the help!<br>"",""credit_card"",""Debt go away!"",""602xx"",""IL"",19.03,0,""Aug-99"",2,42,NA,11,0,15065,""81.90%"",27,""f"",0,0,23905.77,23868.42,16000,7905.77,0,0,0,""Jul-15"",6611.42,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041201"",1271226,18000,18000,17750,"" 36 months"",""17.58%"",646.96,""D"",""D4"",""Georgia Power Company"",""3 years"",""MORTGAGE"",85500,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041201"",""  Borrower added on 11/24/11 > I plan to use the funds to payoff all credit cards and debt I have.<br>My goal is to be debt free in 3 years. Then to help my daughter attend college.<br>I have a very stable job in the utility industry.<br>"",""debt_consolidation"",""debt_consolidation"",""301xx"",""GA"",17.67,0,""Mar-94"",1,NA,NA,11,0,24142,""73.20%"",22,""f"",0,0,20775.12218,20486.58,18000,2775.12,0,0,0,""Dec-12"",13669.21,"""",""Apr-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041115"",1271326,12000,12000,12000,"" 60 months"",""12.42%"",269.49,""B"",""B4"",""affinia dumont hotel"",""10+ years"",""RENT"",57000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041115"",""  Borrower added on 11/24/11 > I pay my bills on time.<br><br> Borrower added on 11/24/11 > thank you<br>"",""credit_card"",""fix debt"",""116xx"",""NY"",6.69,0,""Feb-00"",0,NA,NA,8,0,6302,""22.60%"",13,""f"",0,0,16062.69998,16062.7,12000,4062.7,0,0,0,""Apr-16"",818.71,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1041173"",1271194,7500,7500,7500,"" 36 months"",""12.69%"",251.59,""B"",""B5"",""Transportation security administration"",""9 years"",""RENT"",40000,""Not Verified"",""Nov-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041173"",""  Borrower added on 11/27/11 > i am getting this loan to combine all my credit cards into a single bill. i also have letters all ready and stamped to each credit card closing my accounts on completion of getting this loan. i will NOT double dip and keep my cards after getting this loan. i want to pay a single creditor vs 5.<br>"",""debt_consolidation"",""Debt con"",""282xx"",""NC"",15.21,0,""Jul-00"",0,NA,89,9,1,8144,""62.20%"",19,""f"",0,0,5767.89,5767.89,4013.53,1251.8,0,502.56,4.845,""Sep-13"",251.59,"""",""Feb-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA"
"""1041101"",1271109,1800,1800,1800,"" 36 months"",""7.51%"",56,""A"",""A3"",""Chase"",""10+ years"",""MORTGAGE"",90000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1041101"",""  Borrower added on 11/25/11 > Short-term loan need to get thru the additional expenses of the holiday season<br> Borrower added on 11/25/11 > Been with the same company for 17+years and have never been late on any payment<br>"",""debt_consolidation"",""Short term"",""110xx"",""NY"",28.31,0,""Apr-96"",0,NA,NA,16,0,46014,""67.90%"",35,""f"",0,0,1980.634205,1980.63,1800,180.63,0,0,0,""Oct-13"",808.54,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1031937"",1261593,12000,12000,12000,"" 36 months"",""11.71%"",396.92,""B"",""B3"","""",""10+ years"",""RENT"",120000,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1031937"",""  Borrower added on 11/25/11 > I need to buy a used car in Europe to use for onsite client visits. <br><br>I've had many auto loans in the US over the years, all of them have been fully paid on time and with no issues. <br><br>Please let me know if you have any questions. <br>Thanks. <br>"",""major_purchase"",""Need a car for onsite work with a client"",""330xx"",""FL"",3.44,0,""May-95"",0,47,NA,5,0,4092,""47.60%"",11,""f"",0,0,14288.76169,14288.76,12000,2288.76,0,0,0,""Dec-14"",415.65,"""",""Feb-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1040959"",1271173,8000,8000,8000,"" 60 months"",""19.03%"",207.66,""E"",""E2"",""USMC"",""10+ years"",""RENT"",108000,""Source Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1040959"",""  Borrower added on 11/28/11 > I plan on utilizing the money to pay for funeral expenses.  I have been in the Marine Corps for the last 13 years and have the job security to payoff the loan.<br>"",""other"",""LOAN"",""967xx"",""HI"",17.3,0,""Jun-02"",1,25,NA,11,0,16619,""45.80%"",23,""f"",0,0,2504.8,2504.8,776.19,1299.65,14.91465996,414.04,3.87,""Nov-12"",209.43,"""",""Mar-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1039833"",1269773,6250,6250,6200,"" 36 months"",""7.90%"",195.57,""A"",""A4"",""Starbucks"",""6 years"",""RENT"",21000,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1039833"",""  Borrower added on 11/27/11 > This loan will be used to help me pay off my credit card debt.  I want a low interest loan with set monthly payments.  I believe this loan will help me get my debt under control.<br>"",""debt_consolidation"",""My Path to Debt Freedom"",""802xx"",""CO"",21.77,0,""Nov-04"",0,NA,NA,7,0,8181,""85.20%"",12,""f"",0,0,6963.847889,6908.14,6250,713.85,0,0,0,""Mar-14"",885.07,"""",""Mar-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1040921"",1271130,11000,11000,11000,"" 36 months"",""13.49%"",373.24,""C"",""C1"",""star trucking"",""6 years"",""RENT"",108000,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1040921"",""  Borrower added on 11/23/11 > I need this by tuesday &amp; that is the dead line to pay at auction thanks<br>"",""car"",""want to get trailer from auction"",""841xx"",""UT"",6.83,0,""Nov-02"",0,NA,NA,8,0,13960,""56.50%"",20,""f"",0,0,13182.19946,13182.2,11000,2182.2,0,0,0,""May-14"",719.18,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1038455"",1268376,20000,20000,20000,"" 36 months"",""12.69%"",670.9,""B"",""B5"",""LAUSD"",""8 years"",""RENT"",75000,""Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1038455"",""  Borrower added on 11/24/11 > I am willing and able to make $1000 monthly payments through direct deposit.<br>"",""debt_consolidation"",""Conso Loan"",""900xx"",""CA"",11.18,0,""Apr-98"",0,80,NA,7,0,9280,""58.40%"",21,""f"",0,0,24152.25255,24152.25,20000,4152.25,0,0,0,""Dec-14"",715.64,"""",""Apr-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
